Continent,Country,Year,Life Expectancy,Gender,BMI,Blood Pressure,Cholesterol,Lung Cancer,Liver Cancer,Stomach Cancer,Population,Population Growth
Europe,Croatia,2005,71.9,women,25,131,5.06,711,184,470,2269751,-0.153525297
Americas,Cuba,2005,76,women,26.2,126,4.67,1430,315,315,5648371,0.109514175
Asia,Cyprus,2005,76.5,women,25.8,124,5.23,45,12.1,31.4,507183,1.761830811
Europe,Denmark,2005,75.7,women,24.9,121,5.44,2010,122,256,2736374,0.327707048
Africa,Djibouti,2005,56.6,women,24.1,129,4.67,3.57,10.9,6.79,389622,0.984648401
Americas,Dominican Republic,2005,68.6,women,26.4,126,4.63,242,203,162,4521595,1.320624919
Americas,Ecuador,2005,71.2,women,26.8,123,4.82,294,361,836,6892161,1.706645456
Africa,Egypt,2005,67.1,women,29.7,125,4.87,1010,2070,960,37425951,1.777463907
Americas,El Salvador,2005,65.7,women,27.4,120,4.71,145,143,301,3163573,0.640572723
Africa,Equatorial Guinea,2005,53.1,women,23.9,132,4.78,11.1,9.57,6.9,35173,3.966161413
Africa,Eritrea,2005,56.7,women,20.8,125,4.21,21.2,48.6,45.3,1416324,3.887480975
Europe,Estonia,2005,67.1,women,25.1,130,5.27,168,44.1,210,725664,-0.518475665
Africa,Ethiopia,2005,54.8,women,20.4,125,4.18,416,1090,1110,38272232,2.833542383
Oceania,Fiji,2005,65.8,women,28.7,127,5.01,12.5,11.5,12.8,402598,0.374974445
Europe,Finland,2005,75.5,women,25.5,128,5.38,685,188,363,2684927,0.268547758
Europe,France,2005,76.6,women,24.8,121,5.38,6870,1790,3140,31529984,0.71491334
Africa,Gabon,2005,59.3,women,25.4,131,4.91,27.6,39.5,28.1,695156,2.536584071
Africa,Gambia,2005,56.8,women,24.2,130,4.27,6.2,60.1,7.1,776828,3.191131834
Asia,Georgia,2005,68.9,women,26.1,131,4.71,201,105,270,2203388,-0.401262959
Europe,Germany,2005,76.3,women,25.6,126,5.47,15200,2410,8300,41729268,-0.113744985
Africa,Ghana,2005,57.9,women,23.9,129,4.21,129,475,362,10795452,2.528681661
Europe,Greece,2005,76.9,women,24.9,124,4.94,1290,627,853,5668383,0.029788086
Americas,Grenada,2005,69.1,women,26.9,125,4.73,3.39,2.81,3.87,52165,0.111309421
Americas,Guatemala,2005,66.5,women,26.4,121,4.55,204,548,837,6673511,2.32167945
Africa,Guinea,2005,52.7,women,22.2,132,4.19,68.3,356,169,4766168,2.076517853
Africa,Guinea-Bissau,2005,52.4,women,22.7,130,4.12,13.7,41.8,36.4,695971,2.387674129
Americas,Guyana,2005,63,women,26.2,125,4.42,11.8,11.6,15.5,372284,0.090335208
Americas,Haiti,2005,57.3,women,23,125,4.37,252,131,384,4664202,1.621162083
Americas,Honduras,2005,69.1,women,26.4,123,4.58,105,125,261,374405,2.384565952
Europe,Hungary,2005,68.9,women,25.8,129,5.18,2760,348,855,5299805,-0.252783803
Europe,Iceland,2005,79.2,women,25.8,120,5.62,77.4,4.17,16.7,14707,1.246738584
Asia,India,2005,63.7,women,21.2,124,4.52,12300,6830,33500,550557711,1.583789865
Asia,Indonesia,2005,65.2,women,22.7,127,4.66,2730,3000,5500,112697081,1.269828946
Asia,Iraq,2005,65.9,women,28.1,126,4.9,396,202,240,13322742,2.294008486
Europe,Ireland,2005,76.4,women,26.4,125,5.38,773,72.3,226,2073903,2.023545223
Asia,Israel,2005,78.2,women,27,122,5.22,533,104,266,3308835,2.054170057
Europe,Italy,2005,78.1,women,24.8,125,5.29,9130,3920,7570,29985474,0.548978348
Americas,Jamaica,2005,70.8,women,26.9,125,4.72,92.9,46.4,91.1,1382458,0.590903105
Asia,Japan,2005,78.7,women,21.9,123,5.19,24400,14600,36000,65440529,0.134645121
Asia,Jordan,2005,71.2,women,29.2,122,5.12,66.5,26.1,61,2791043,3.486257785
Asia,Kazakhstan,2005,59.6,women,26.2,129,4.92,717,452,1190,7983544,0.935718961
Africa,Kenya,2005,54.2,women,22.8,129,4.38,221,247,622,18452871,2.773586252
Oceania,Kiribati,2005,61.9,women,30.7,122,4.71,1.8,2.05,1.01,46836,2.010323873
Asia,Kuwait,2005,72.8,women,30.7,125,5.26,20.4,11.9,11.3,929721,3.324261038
Europe,Latvia,2005,65.5,women,25.4,130,5.19,223,58,334,1219497,-1.146044008
Asia,Lebanon,2005,75,women,27.5,128,4.99,233,40.4,109,2308205,2.541087203
Africa,Lesotho,2005,45.4,women,26.5,130,4.26,47.9,28.8,45.1,1031911,-0.644709693
Africa,Liberia,2005,54.2,women,22.9,131,4.11,19.5,94.5,65.6,160912,2.579402266
Africa,Libya,2005,69.4,women,28.9,133,4.76,59.9,58.7,58.3,2808935,1.713747932
Europe,Lithuania,2005,65.8,women,25.9,131,5.22,258,77.7,442,1790686,-0.944045422
Europe,Luxembourg,2005,75.9,women,25.9,124,5.49,77,16,31.8,231913,1.265419296
Africa,Madagascar,2005,59.9,women,20.7,132,4.32,97.4,220,191,9206229,2.993183108
Africa,Malawi,2005,48.2,women,22.6,132,4.34,62.7,143,92.4,6411359,2.671026725
Asia,Malaysia,2005,71.4,women,25.1,124,5.09,974,355,398,12522563,1.830218715
Asia,Maldives,2005,73.1,women,25.9,123,4.86,2.05,1.41,2.04,152656,1.966442236
Africa,Mali,2005,51.4,women,22.5,128,4.17,70.6,532,397,6417394,3.206490047
Europe,Malta,2005,77.2,women,27,125,5.28,24.6,5.9,19.1,203969,0.473875285
Africa,Mauritania,2005,59.1,women,25.9,130,4.32,27,85.9,49.1,1516122,2.836038554
Africa,Mauritius,2005,69.2,women,25.9,131,4.93,36.5,20.1,35.9,616390,0.514156843
Americas,Mexico,2005,72.9,women,28.4,122,5.08,2280,2490,3330,54168352,1.476909563
Asia,Mongolia,2005,61.5,women,25.4,129,4.76,74.7,440,237,1269509,1.278598336
Europe,Montenegro,2005,71.1,women,25.5,130,5.04,80.7,18.5,18.3,312978,0.237640759
Africa,Morocco,2005,69.9,women,25.9,127,4.72,331,128,443,15410459,1.190871424
Africa,Mozambique,2005,49.6,women,22.9,134,4.38,125,542,305,10645921,2.841224857
Asia,Myanmar,2005,61.6,women,22,123,4.46,885,799,1530,25277966,0.829722271
Africa,Namibia,2005,51.8,women,24.8,133,4.59,15.4,7.08,13.2,1003312,1.581876058
Asia,Nepal,2005,64.3,women,20.4,125,4.3,412,145,671,12956564,1.268117712
Europe,Netherlands,2005,77.1,women,25.3,123,5.33,4160,324,1330,8251078,0.464169052
Oceania,New Zealand,2005,77.6,women,27.1,120,5.28,767,63.7,201,2109605,1.345651457
Americas,Nicaragua,2005,68.9,women,27.2,123,4.58,60.4,111,128,2754553,1.420410718
Africa,Niger,2005,52.5,women,21.8,133,4.04,88.5,269,196,684102,3.707631744
Africa,Nigeria,2005,47.5,women,23.5,135,4.11,721,3650,1050,68744169,2.585240494
Europe,Norway,2005,77.5,women,25.6,127,5.36,1030,63.8,271,2334113,0.670717453
Asia,Oman,2005,72.3,women,26.5,128,5.08,14.1,11.9,23.6,1090903,1.740087387
Asia,Pakistan,2005,63,women,23.2,126,4.57,1620,1510,2010,77627779,2.343418889
Americas,Panama,2005,73.3,women,27.2,123,4.91,78.8,48.5,131,1654192,1.891173885
Oceania,Papua New Guinea,2005,61.1,women,25.3,119,4.73,134,76.2,172,3191689,2.204430059
Americas,Paraguay,2005,69.2,women,25.6,124,4.81,137,53.7,135,2866969,1.608313613
Americas,Peru,2005,69.8,women,25.9,120,4.79,776,697,1600,13973343,0.870454634
Asia,Philippines,2005,64.6,women,23.2,122,4.9,2470,1240,869,42939599,1.899752821
Europe,Poland,2005,70.9,women,25.8,130,5.18,5260,803,2060,19791955,-0.031331198
Europe,Portugal,2005,75.1,women,26.1,128,5.19,797,249,1340,5428528,0.391986288
Asia,Qatar,2005,75.7,women,28.6,127,5.27,4,3.5,4.76,280764,8.235094564
Europe,Romania,2005,68.7,women,25.1,129,4.92,1690,802,1280,10978711,-0.669680764
Africa,Rwanda,2005,54.2,women,21.8,134,4.29,54,124,92.8,4514517,1.815440616
Oceania,Samoa,2005,68.1,women,33,126,4.66,1.79,1.26,3.08,86593,0.762177384
Africa,Sao Tome and Principe,2005,62.8,women,24.4,135,4.22,2.51,0.7,5.16,79534,2.307692308
Asia,Saudi Arabia,2005,71.7,women,29.2,127,4.91,228,407,191,10555254,2.391042498
Africa,Senegal,2005,59,women,23.9,130,4.29,81.2,269,187,567267,2.67896738
Europe,Serbia,2005,69.9,women,25.5,131,5.06,1320,337,525,4692748,-0.510913328
Africa,Seychelles,2005,68,women,27.6,129,5.24,2.69,1.22,1.69,44353,1.12633667
Africa,Sierra Leone,2005,42.5,women,23.4,134,4.08,38.6,138,113,2840596,3.861483701
Asia,Singapore,2005,77.7,women,23.1,122,5.06,360,111,197,2109633,2.064628309
Europe,Slovenia,2005,73.8,women,26.5,131,5.23,309,49,186,1019485,0.158861463
Oceania,Solomon Islands,2005,64.8,women,28.3,123,4.66,8.85,6.23,11.4,229855,2.630333446
Africa,Somalia,2005,50.8,women,22.4,131,4.34,45.5,130,141,5220385,3.149604899
Africa,South Africa,2005,50.1,women,29,131,4.63,1590,790,806,24273136,1.238757047
Europe,Spain,2005,77.3,women,26.2,123,5.15,3200,1510,3440,22303276,1.551353829
Asia,Sri Lanka,2005,70.4,women,22.9,125,4.65,265,143,364,9906511,1.059354669
Africa,Sudan,2005,58.6,women,22.8,129,4.53,498,348,579,15434309,2.48498878
Americas,Suriname,2005,65.5,women,27.3,125,4.75,16.4,10.8,10.2,24754,1.192447153
Europe,Sweden,2005,78.4,women,25.1,124,5.06,1730,218,501,4556537,0.461858427
Europe,Switzerland,2005,78.5,women,24.1,121,5.29,1200,180,398,3770818,0.792102179
Asia,Tajikistan,2005,64.9,women,23.6,129,4.35,72.7,75.5,239,3376232,1.825156867
Asia,Thailand,2005,68.8,women,24.2,121,5.08,5040,4790,1560,33242497,0.721101646
Asia,Timor-Leste,2005,62.8,women,21.4,122,4.41,14.8,7.77,15,492521,2.390960875
Africa,Togo,2005,53.8,women,22.4,130,4.12,48.7,130,88.6,2834944,2.590061197
Oceania,Tonga,2005,68.9,women,33.6,125,4.89,4.38,4.22,3.57,50256,0.933903718
Americas,Trinidad and Tobago,2005,65.4,women,27.9,125,4.78,27.6,16.4,27.6,653253,0.554606326
Africa,Tunisia,2005,71.9,women,27.6,129,4.85,132,51.1,163,5048475,0.955568132
Asia,Turkey,2005,69.1,women,28.1,125,4.82,2460,684,2280,34483857,1.347601879
Asia,Turkmenistan,2005,61.3,women,24.4,129,4.65,56.3,64.2,113,2415764,1.098211274
Africa,Uganda,2005,50.8,women,22.2,134,4.28,245,489,325,14045554,3.238981502
Europe,Ukraine,2005,61.8,women,25.9,131,4.9,3080,789,6340,25140669,-0.612529161
Asia,United Arab Emirates,2005,74.7,women,29.3,122,5.31,18.7,12.3,17.4,1358723,8.40782738
Europe,United Kingdom,2005,76.8,women,26.7,126,5.4,18300,1470,3920,30770468,0.60423745
Americas,United States,2005,75.1,women,28.1,119,5.22,96700,6320,10700,149425428,0.876350192
Americas,Uruguay,2005,72.1,women,26.2,124,4.89,260,32.8,237,1719395,0.063609307
Asia,Uzbekistan,2005,65.2,women,25.1,124,4.46,427,388,911,13297349,1.347697699
Oceania,Vanuatu,2005,67.5,women,27.8,132,4.72,4.38,2.31,4.24,10252,2.607216134
Asia,Yemen,2005,60.5,women,25.9,126,4.61,240,155,385,9972934,2.908704423
Africa,Zambia,2005,48,women,22.7,131,4.45,62.8,188,169,5995319,2.698417946
Africa,Zimbabwe,2005,44.1,women,24.6,131,4.37,198,378,347,6293011,0.801654471
Asia,Afghanistan,2006,58,women,20.9,125,4.25,366,236,884,12809162,3.178292638
Europe,Albania,2006,72.9,women,25.5,129,4.89,160,77.2,140,15243,-0.686393
Africa,Algeria,2006,71.9,women,26.1,130,4.83,258,141,357,16634748,1.532346828
Africa,Angola,2006,51.4,women,23,130,4.51,190,240,255,10162225,3.758280211
Americas,Antigua and Barbuda,2006,72.3,women,27.2,125,4.92,1.8,1.43,2.26,43401,1.328446022
Americas,Argentina,2006,71.1,women,27.2,119,5.08,2630,766,1630,20193900,0.991925257
Asia,Armenia,2006,69.4,women,26.9,133,4.79,191,148,193,1568085,-0.7159084
Oceania,Australia,2006,78.8,women,26.7,118,5.24,3640,340,1040,10277859,1.675673301
Europe,Austria,2006,76.9,women,25,125,5.3,1470,312,752,4256445,0.35005683
Asia,Azerbaijan,2006,66.2,women,27.2,129,4.65,218,232,501,4372492,0.939355247
Americas,Bahamas,2006,70.9,women,28.9,125,5.19,11.2,5.65,11.7,170333,1.950022445
Asia,Bahrain,2006,74.7,women,28.5,131,5.17,17,5.66,8.81,376356,6.010698079
Asia,Bangladesh,2006,67.6,women,20.3,125,4.37,2830,741,2590,68833643,1.50372097
Americas,Barbados,2006,71.9,women,29,126,4.93,9.25,7,15.3,144306,0.439884739
Europe,Belarus,2006,63.1,women,26.4,130,5.09,430,153,1360,5079069,-0.373237308
Europe,Belgium,2006,76.4,women,25.1,123,5.36,1830,268,632,5408058,0.659041628
Americas,Belize,2006,66.6,women,29.5,121,4.73,5.3,6,5.49,145011,2.745578733
Africa,Benin,2006,56.3,women,23.6,130,4.26,71.1,206,134,414266,2.876686101
Asia,Bhutan,2006,65.4,women,22.6,125,4.5,6.02,3.52,9.47,312011,1.111211931
Europe,Bosnia and Herzegovina,2006,72.6,women,26.3,133,4.75,370,161,212,1915826,0.000469773
Africa,Botswana,2006,51.7,women,25.9,133,4.73,41.5,20.3,21.7,94155,1.876527661
Americas,Brazil,2006,68.6,women,25.8,125,4.88,8730,3080,5930,95196581,1.138448678
Europe,Bulgaria,2006,69.4,women,25.4,129,5.05,646,290,707,3917337,-0.734229833
Africa,Burkina Faso,2006,53.3,women,21.5,130,4.09,79.9,318,278,6999445,2.934044046
Africa,Burundi,2006,51.4,women,21.1,133,4.14,47,117,129,3856333,3.233339133
Asia,Cambodia,2006,61.6,women,21.5,118,4.52,368,166,375,6933488,1.495136393
Africa,Cameroon,2006,52.6,women,24.6,127,4.31,214,550,361,9139126,2.73033664
Americas,Canada,2006,78.1,women,26.6,119,5.18,9830,625,2320,16403555,1.13871072
Africa,Central African Republic,2006,43.7,women,22.1,130,4.28,60.2,74.2,99.8,2081976,1.932629687
Africa,Chad,2006,47.5,women,21.7,128,4.12,77,215,159,5244842,3.547941673
Americas,Chile,2006,75,women,27.7,126,5.03,893,371,1130,8306863,1.058719162
Asia,China,2006,72.8,women,22.9,124,4.56,149000,99500,131000,650879793,0.554513485
Americas,Colombia,2006,68.9,women,26.1,124,4.92,1510,832,2130,22029131,1.299014528
Africa,Comoros,2006,58.8,women,22.3,132,4.34,3.36,7.87,5.23,310902,2.400753591
Americas,Costa Rica,2006,75.9,women,26.8,121,4.89,82,73.2,230,2167187,1.416479247
Europe,Croatia,2006,72.2,women,25.1,131,5.05,739,187,461,2265636,-0.18129742
Americas,Cuba,2006,76.3,women,26.3,126,4.67,1490,320,326,5649794,0.025193104
Asia,Cyprus,2006,76.7,women,25.8,123,5.21,47.2,12.8,32.2,517084,1.952155336
Europe,Denmark,2006,76,women,25,120,5.43,2050,125,253,2747016,0.388908826
Africa,Djibouti,2006,57,women,24.2,129,4.67,3.7,11.3,6.88,391324,0.436833649
Americas,Dominican Republic,2006,68.8,women,26.6,126,4.64,251,205,165,4581822,1.331985726
Americas,Ecuador,2006,71.4,women,26.9,123,4.82,300,370,848,7009987,1.709565403
Africa,Egypt,2006,67.3,women,29.8,125,4.89,1050,2240,1010,38080826,1.749788536
Americas,El Salvador,2006,66,women,27.5,120,4.71,148,148,304,3183092,0.616992243
Africa,Equatorial Guinea,2006,53.4,women,24.2,132,4.79,11.6,9.81,6.86,365982,4.051971683
Africa,Eritrea,2006,57.5,women,20.9,125,4.2,22.1,50.1,46.4,1461749,3.207246365
Europe,Estonia,2006,67.6,women,25.1,130,5.26,169,45.3,210,722409,-0.448554703
Africa,Ethiopia,2006,55.9,women,20.5,126,4.18,432,1110,1090,39345273,2.803706353
Oceania,Fiji,2006,65.9,women,28.9,127,5.02,13.2,12,13.4,405414,0.699457027
Europe,Finland,2006,75.8,women,25.5,127,5.37,711,191,356,2693038,0.302093874
Europe,France,2006,76.9,women,24.8,121,5.36,7270,1860,3100,31732146,0.641173811
Africa,Gabon,2006,59.8,women,25.6,131,4.9,26.8,39.5,27.8,713412,2.626173118
Africa,Gambia,2006,57.2,women,24.4,130,4.25,6.43,61.9,7.27,801066,3.120124403
Asia,Georgia,2006,68.8,women,26.2,131,4.71,185,108,251,2192511,-0.493648872
Europe,Germany,2006,76.6,women,25.7,126,5.44,15800,2460,8290,41637481,-0.219958328
Africa,Ghana,2006,58.3,women,24.1,129,4.19,134,489,377,1107218,2.563375762
Europe,Greece,2006,77,women,24.9,123,4.93,1310,619,849,5656593,-0.207995825
Americas,Grenada,2006,69.3,women,27,125,4.72,3.52,2.81,3.76,52206,0.07859676
Americas,Guatemala,2006,66.8,women,26.5,121,4.54,202,573,858,6825375,2.275623731
Africa,Guinea,2006,53.3,women,22.3,132,4.18,70.3,363,173,4870609,2.191299174
Africa,Guinea-Bissau,2006,52.6,women,22.8,130,4.1,14.2,42.2,37.6,712541,2.380846328
Americas,Guyana,2006,63.2,women,26.3,125,4.4,12.5,11.8,15.4,372888,0.162241729
Americas,Haiti,2006,57.7,women,23.1,125,4.36,258,134,387,4739173,1.60737035
Americas,Honduras,2006,69.3,women,26.5,123,4.58,109,129,264,3830839,2.318051308
Europe,Hungary,2006,69.2,women,25.9,129,5.18,2850,340,847,5284906,-0.281123551
Europe,Iceland,2006,79.4,women,25.9,119,5.61,80,4.35,16.8,149273,1.497926158
Asia,India,2006,64.1,women,21.2,124,4.51,12600,7030,33100,559099816,1.551536711
Asia,Indonesia,2006,65.4,women,22.8,127,4.68,2800,3060,5530,114113394,1.256743287
Asia,Iraq,2006,65.6,women,28.2,126,4.9,411,205,244,13582225,1.947669631
Europe,Ireland,2006,76.8,women,26.5,125,5.35,776,75.1,223,2119424,2.194943544
Asia,Israel,2006,78.5,women,27.1,122,5.2,550,106,269,3384810,2.296125373
Europe,Italy,2006,78.4,women,24.8,124,5.31,9770,3980,7710,30129215,0.479368777
Americas,Jamaica,2006,71.1,women,27,125,4.71,95.2,46.5,90.6,1389410,0.50287242
Asia,Japan,2006,78.9,women,21.9,123,5.19,25400,14900,36400,65515518,0.114591066
Asia,Jordan,2006,71.3,women,29.2,122,5.09,69.5,27.3,62.6,2906651,4.142107449
Asia,Kazakhstan,2006,60,women,26.4,129,4.92,707,441,1180,8055147,0.896882387
Africa,Kenya,2006,55.7,women,22.9,129,4.38,225,253,614,18967160,2.787040564
Oceania,Kiribati,2006,61.9,women,30.9,122,4.72,1.83,2.11,1.04,47868,2.203433256
Asia,Kuwait,2006,72.9,women,30.9,124,5.24,22.2,12.8,11.7,977434,5.131969698
Europe,Latvia,2006,65.7,women,25.5,130,5.19,242,60.6,360,1205278,-1.165972528
Asia,Lebanon,2006,75.5,women,27.5,128,4.98,247,41.1,110,2334707,1.148164916
Africa,Lesotho,2006,46.1,women,26.6,131,4.26,47.6,29.2,44.1,1027539,-0.423679949
Africa,Liberia,2006,55.3,women,23,131,4.09,20.6,97.1,68,1664043,3.413232077
Africa,Libya,2006,69.4,women,29,133,4.74,62.9,60.5,59.1,2857017,1.711751963
Europe,Lithuania,2006,65.9,women,26,131,5.2,269,80.4,450,1771709,-1.059761455
Europe,Luxembourg,2006,76.2,women,26,123,5.48,79.5,16.4,31.1,235639,1.606636972
Africa,Madagascar,2006,60.3,women,20.7,132,4.31,100,227,192,9478638,2.95896398
Africa,Malawi,2006,49.4,women,22.7,133,4.34,64.4,146,89.1,6589614,2.780299777
Asia,Malaysia,2006,71.5,women,25.2,124,5.1,1010,366,401,12751205,1.825840285
Asia,Maldives,2006,73.7,women,26.1,123,4.88,2.12,1.46,2.01,15551,1.869562939
Africa,Mali,2006,52.2,women,22.7,128,4.16,72.7,544,397,662693,3.265126
Europe,Malta,2006,77.4,women,27,125,5.27,25.4,6.01,18.7,204846,0.429967299
Africa,Mauritania,2006,59.4,women,26,130,4.31,28,86.9,49.7,1559259,2.84521958
Africa,Mauritius,2006,69.3,women,25.9,131,4.93,36.3,20.3,36.5,619427,0.492707539
Americas,Mexico,2006,73.1,women,28.5,122,5.1,2290,2550,3390,54971858,1.48334954
Asia,Mongolia,2006,61.8,women,25.5,130,4.74,75.7,468,234,1286645,1.349813195
Europe,Montenegro,2006,71.4,women,25.6,130,5.02,81.7,18.4,18.1,313668,0.22046278
Africa,Morocco,2006,70.5,women,26,127,4.71,345,131,444,15597111,1.211203378
Africa,Mozambique,2006,50.3,women,23,135,4.38,130,556,302,10941733,2.778641698
Asia,Myanmar,2006,61.9,women,22.2,123,4.49,903,806,1500,25472149,0.768190763
Africa,Namibia,2006,52.3,women,24.9,133,4.6,15.7,7.3,13.1,1020109,1.674155198
Asia,Nepal,2006,64.8,women,20.5,125,4.29,423,150,681,13112894,1.20656989
Europe,Netherlands,2006,77.5,women,25.3,122,5.31,4400,345,1370,8285527,0.417509082
Oceania,New Zealand,2006,77.9,women,27.1,120,5.25,780,66.3,193,2134897,1.198897424
Americas,Nicaragua,2006,69.3,women,27.3,123,4.57,61.7,115,130,2793837,1.426147909
Africa,Niger,2006,53.2,women,21.9,134,4.02,92.2,274,204,7096222,3.730467094
Africa,Nigeria,2006,48.1,women,23.5,135,4.12,731,3620,1030,70539247,2.611244017
Europe,Norway,2006,77.8,women,25.6,127,5.35,1070,66.9,264,2351996,0.766158279
Asia,Oman,2006,72.7,women,26.6,127,5.07,14.7,12.7,23.6,1108494,1.612517337
Asia,Pakistan,2006,63.2,women,23.3,126,4.56,1650,1550,2000,79446945,2.343447183
Americas,Panama,2006,73.4,women,27.4,123,4.92,78.3,50.1,138,1685239,1.876867981
Oceania,Papua New Guinea,2006,61.4,women,25.5,120,4.74,139,78.5,178,3266209,2.33481395
Americas,Paraguay,2006,69.4,women,25.7,124,4.8,142,55.2,135,2909899,1.497400216
Americas,Peru,2006,70.1,women,25.9,120,4.78,800,715,1580,14089686,0.832606771
Asia,Philippines,2006,64.7,women,23.3,122,4.91,2590,1360,904,43693432,1.755565999
Europe,Poland,2006,71.1,women,25.9,130,5.17,5490,804,2060,19793483,0.007720309
Europe,Portugal,2006,75.4,women,26.1,128,5.18,819,255,1310,5452,0.432382406
Asia,Qatar,2006,75.8,women,28.7,127,5.26,4.32,3.76,4.98,306132,9.035346412
Europe,Romania,2006,69,women,25.1,129,4.91,1740,824,1260,10894254,-0.769279745
Africa,Rwanda,2006,55.9,women,21.9,134,4.29,56.7,128,90.4,4616849,2.266731967
Oceania,Samoa,2006,68.5,women,33.2,126,4.67,1.83,1.28,3.1,87249,0.757567009
Africa,Sao Tome and Principe,2006,63.1,women,24.6,136,4.21,2.54,0.7,5.13,81512,2.486986698
Asia,Saudi Arabia,2006,71.8,women,29.3,127,4.89,241,419,192,10814704,2.45801759
Africa,Senegal,2006,59.8,women,24.1,130,4.27,85.8,274,194,5826759,2.716339925
Europe,Serbia,2006,70.2,women,25.6,131,5.07,1380,336,512,4668263,-0.521762515
Africa,Seychelles,2006,68,women,27.8,129,5.22,2.68,1.26,1.67,44541,0.423872117
Africa,Sierra Leone,2006,43.6,women,23.6,134,4.07,41.1,141,117,2932053,3.21964123
Asia,Singapore,2006,78.1,women,23,122,5.14,372,119,202,2167541,2.744932412
Europe,Slovenia,2006,74.3,women,26.5,130,5.22,315,50.5,181,1021368,0.184701099
Oceania,Solomon Islands,2006,65.3,women,28.5,124,4.66,9.13,6.43,11.8,235654,2.522894869
Africa,Somalia,2006,51.1,women,22.5,131,4.34,46.6,133,142,5380307,3.063413905
Africa,South Africa,2006,50.2,women,29.1,131,4.65,1610,796,815,24579340,1.261493365
Europe,Spain,2006,77.6,women,26.3,123,5.14,3380,1550,3490,22644101,1.528138736
Asia,Sri Lanka,2006,70.5,women,23,125,4.66,279,153,372,10007678,1.021217258
Africa,Sudan,2006,59.1,women,22.9,129,4.54,509,356,581,15803459,2.391749446
Americas,Suriname,2006,65.8,women,27.5,125,4.75,17.1,11,10.1,250494,1.19334249
Europe,Sweden,2006,78.7,women,25.1,124,5.03,1750,221,489,4581833,0.555158446
Europe,Switzerland,2006,78.8,women,24.1,120,5.27,1270,187,402,3803677,0.871402438
Asia,Tajikistan,2006,65.3,women,23.7,130,4.34,73.6,77.1,234,3439626,1.877655327
Asia,Thailand,2006,69.2,women,24.3,121,5.09,5200,4910,1580,33468091,0.678631331
Asia,Timor-Leste,2006,63.7,women,21.4,122,4.4,16.4,8.28,14.6,503018,2.131279681
Africa,Togo,2006,54.3,women,22.5,131,4.11,50.1,132,89.8,2909941,2.645449081
Oceania,Tonga,2006,68.9,women,33.8,125,4.9,4.38,4.25,3.56,50722,0.927252467
Americas,Trinidad and Tobago,2006,65.6,women,28,125,4.79,28.3,16.9,26.5,656627,0.516492079
Africa,Tunisia,2006,72.1,women,27.7,129,4.86,136,52.5,165,5100084,1.022269101
Asia,Turkey,2006,69.5,women,28.1,125,4.82,2520,702,2210,34924109,1.276690134
Asia,Turkmenistan,2006,61.6,women,24.5,129,4.65,58.2,65.4,112,2444100,1.17296226
Africa,Uganda,2006,52,women,22.3,134,4.28,249,496,313,14503938,3.263552296
Europe,Ukraine,2006,62,women,26.1,132,4.89,2990,805,6110,25012305,-0.510583072
Asia,United Arab Emirates,2006,74.9,women,29.4,122,5.3,20.8,13.2,18.6,1492804,9.868162974
Europe,United Kingdom,2006,77.1,women,26.8,125,5.39,18600,1530,3800,31018774,0.806962052
Americas,United States,2006,75.3,women,28.2,119,5.2,95900,6580,10600,150796748,0.917728675
Americas,Uruguay,2006,72.3,women,26.3,124,4.86,270,33.5,236,1721948,0.14848246
Asia,Uzbekistan,2006,65.6,women,25.2,124,4.44,430,390,906,13485912,1.418049568
Oceania,Vanuatu,2006,67.8,women,28,132,4.73,4.56,2.41,4.4,105118,2.53413968
Asia,Yemen,2006,60.9,women,25.9,126,4.6,250,159,387,10261091,2.889390424
Africa,Zambia,2006,49.2,women,22.9,132,4.46,64.6,190,166,6158454,2.721039531
Africa,Zimbabwe,2006,45.2,women,24.6,132,4.36,193,381,343,6347986,0.873588176
Asia,Afghanistan,2007,58.5,women,21,125,4.25,380,242,897,13161572,2.751233843
Europe,Albania,2007,73.2,women,25.6,129,4.89,159,75.7,139,15101,-0.931575149
Africa,Algeria,2007,72.4,women,26.3,130,4.82,269,147,364,16903082,1.613093267
Africa,Angola,2007,52.5,women,23.3,130,4.52,197,247,254,1055102,3.825884587
Americas,Antigua and Barbuda,2007,72.5,women,27.4,125,4.92,1.83,1.45,2.15,44012,1.407801664
Americas,Argentina,2007,71.3,women,27.3,119,5.07,2740,774,1660,20391134,0.976700885
Asia,Armenia,2007,69.5,women,27,133,4.8,193,148,188,1556118,-0.76316016
Oceania,Australia,2007,79.1,women,26.8,118,5.22,3760,357,1070,10466557,1.835966031
Europe,Austria,2007,77.2,women,25.1,124,5.29,1530,315,740,426923,0.30036803
Asia,Azerbaijan,2007,66.7,women,27.4,129,4.65,227,237,501,4415022,0.972671877
Americas,Bahamas,2007,71.1,women,29,125,5.18,11.7,5.78,11.4,173698,1.975542027
Asia,Bahrain,2007,74.9,women,28.7,130,5.16,18,5.85,8.84,400131,6.31715716
Asia,Bangladesh,2007,68,women,20.4,125,4.37,3070,762,2580,69804543,1.410502129
Americas,Barbados,2007,72.1,women,29.1,126,4.93,9.61,7,14.6,144981,0.467756018
Europe,Belarus,2007,63.5,women,26.5,130,5.08,427,157,1300,5064248,-0.291805447
