Continent,Country,Year,Life Expectancy,Gender,BMI,Blood Pressure,Cholesterol,Lung Cancer,Liver Cancer,Stomach Cancer,Population,Population Growth
Africa,Benin,2004,58.4,men,22.1,132,4.04,141,403,173,3836993,3.163997447
Asia,Bhutan,2004,64.3,men,22.5,127,4.49,11.3,9.6,11.7,333701,2.293551265
Europe,Bosnia and Herzegovina,2004,77.7,men,26.1,133,4.68,1560,216,357,1848921,0.054818746
Africa,Botswana,2004,52.6,men,21.6,133,4.59,125,37.9,35.6,857471,1.891624047
Americas,Brazil,2004,75.5,men,25.2,132,4.86,14000,3670,12400,90992764,1.165365371
Europe,Bulgaria,2004,76,men,26.1,134,5.01,2960,479,1240,3768917,-0.781341111
Africa,Burkina Faso,2004,53.4,men,20.9,130,3.89,120,653,248,6422637,3.068693558
Africa,Burundi,2004,54.1,men,21.4,133,3.95,86.7,126,152,3512136,3.286816854
Asia,Cambodia,2004,64.4,men,20.5,123,4.32,841,226,385,6341054,1.611150371
Africa,Cameroon,2004,53.2,men,23.3,130,4.06,426,1230,422,8598312,2.756960761
Americas,Canada,2004,82.4,men,27.2,125,5.18,11500,1050,2910,15769779,1.055464463
Africa,Central African Republic,2004,45.3,men,20.9,133,4.08,169,124,175,1956164,2.080418641
Africa,Chad,2004,48.7,men,21.1,131,3.88,157,498,217,4850103,3.87249868
Americas,Chile,2004,80.5,men,26.6,133,5,1410,403,2280,7880156,1.045298044
Asia,China,2004,75.2,men,22.7,127,4.42,326000,291000,295000,679398856,0.613571589
Americas,Colombia,2004,75.8,men,24.5,128,4.83,2310,696,3060,20620944,1.428123265
Africa,Comoros,2004,61.5,men,21.9,133,4.21,5.7,9.12,7.32,300706,2.422392828
Americas,Costa Rica,2004,80.4,men,26,128,4.66,176,93.1,422,2118714,1.44935586
Europe,Croatia,2004,78.8,men,26.2,136,5,2500,295,764,2110636,-0.088047504
Americas,Cuba,2004,79.6,men,24.5,128,4.42,2800,309,579,5608177,0.193574021
Asia,Cyprus,2004,80.6,men,27.1,132,5.3,174,23.2,47.4,512008,1.777095741
Europe,Denmark,2004,79.9,men,25.7,131,5.58,2310,213,426,2675318,0.311547505
Africa,Djibouti,2004,59.1,men,22.9,132,4.65,10.2,14.3,13.2,385776,1.6840324
Americas,Dominican Republic,2004,74.7,men,24.6,129,4.36,396,238,229,4511784,1.488775753
Americas,Ecuador,2004,77,men,25.3,129,4.68,442,292,1090,681988,1.677984629
Africa,Egypt,2004,71.7,men,26.4,126,4.58,2060,5610,1130,37399737,1.897727746
Americas,El Salvador,2004,74.6,men,25.9,125,4.5,164,104,318,2880364,0.307396353
Africa,Equatorial Guinea,2004,55.3,men,23,136,4.58,16.4,26.8,9.21,378637,4.895184324
Africa,Eritrea,2004,60,men,20.8,127,4.15,37.9,49.9,51,1356484,4.61805668
Europe,Estonia,2004,77.6,men,25.7,138,5.18,572,43.8,237,634124,-0.797532
Africa,Ethiopia,2004,56.6,men,20,128,4.09,946,1580,1360,37021854,2.871279269
Oceania,Fiji,2004,71.1,men,25.9,129,5.16,23.6,23.2,16,416770,0.310484259
Europe,Finland,2004,82.1,men,26.4,135,5.27,1650,253,436,2564439,0.342137853
Europe,France,2004,83.5,men,25.6,132,5.46,24200,5910,5520,29391805,0.706222834
Africa,Gabon,2004,60.1,men,23.8,134,4.72,37.3,74.2,29.9,675829,2.702238594
Africa,Gambia,2004,58.7,men,21.3,133,3.98,18.8,189,14.8,743719,3.17221843
Asia,Georgia,2004,76.3,men,25,135,4.58,813,162,503,2013546,-0.256301022
Europe,Germany,2004,81.8,men,26.9,135,5.67,35500,4960,10800,39869687,0.103516435
Africa,Ghana,2004,59,men,22.4,129,3.88,305,1040,262,10743126,2.533021726
Europe,Greece,2004,82.2,men,26,129,5.02,5820,1110,1300,5568298,0.042238994
Americas,Grenada,2004,73.6,men,24.8,130,4.49,6.87,2.64,4.43,52239,0.525343494
Americas,Guatemala,2004,72.6,men,25,125,4.27,287,460,727,6274837,2.379458313
Africa,Guinea,2004,52.8,men,22.2,132,3.92,252,898,247,4256518,1.957386711
Africa,Guinea-Bissau,2004,53.9,men,21.5,131,3.89,32.9,85.4,51.9,633751,2.318241114
Americas,Guyana,2004,68.2,men,23.6,128,4.16,20.6,14,21.7,373789,0.13367623
Americas,Haiti,2004,60.7,men,23.4,128,4.1,421,120,398,4457288,1.667239558
Americas,Honduras,2004,73.8,men,24.8,127,4.34,166,91.3,239,3626103,2.517893473
Europe,Hungary,2004,77.1,men,26.7,136,5.14,6130,562,1270,4801245,-0.308485991
Europe,Iceland,2004,82.8,men,26.7,130,5.74,66.1,7.26,27.1,145843,1.157628976
Asia,India,2004,65,men,20.9,125,4.44,32300,13100,35000,587649484,1.638424429
Asia,Indonesia,2004,69,men,21.5,128,4.5,8190,4470,5810,112001701,1.420063061
Asia,Iraq,2004,71,men,26.5,127,4.84,1000,234,315,13289867,2.63922138
Europe,Ireland,2004,80.9,men,27.3,136,5.52,1080,95,342,2025362,2.040855398
Asia,Israel,2004,82,men,26.7,127,5.14,1120,138,383,3154277,1.909027203
Europe,Italy,2004,83.4,men,26.2,131,5.28,29200,7620,10400,28126662,0.743000647
Americas,Jamaica,2004,76,men,23.6,130,4.48,300,55.1,152,1350680,0.478707378
Asia,Japan,2004,85.5,men,23.3,131,5.18,59100,29700,71100,62851648,0.072475411
Asia,Jordan,2004,74,men,27.1,125,5,218,37.9,76.7,2883223,2.595687187
Asia,Kazakhstan,2004,70.8,men,25.6,134,4.84,3300,745,1890,7340483,1.06137753
Africa,Kenya,2004,56.2,men,21.3,130,4.3,267,356,821,17680390,2.755763945
Oceania,Kiribati,2004,67.7,men,28.6,128,4.53,4.17,2.86,3.13,44585,1.880627028
Asia,Kuwait,2004,74.5,men,28.5,128,5.23,59.2,31.4,19.8,1300689,1.964201302
Europe,Latvia,2004,76.4,men,25.9,136,5.12,975,72.8,371,1045287,-1.216545702
Asia,Lebanon,2004,78.2,men,26.8,128,4.76,584,61.5,149,2318372,4.553055544
Africa,Lesotho,2004,46.9,men,21.4,130,4.09,181,39.4,70.1,967346,-0.414157751
Africa,Liberia,2004,54.9,men,21.7,132,3.83,37.1,209,68.4,1566996,1.963734134
Africa,Libya,2004,73.3,men,26.2,134,4.67,464,79.1,86.9,2948555,1.462254233
Europe,Lithuania,2004,77.6,men,26.4,136,5.16,1280,101,547,1573382,-1.125376267
Europe,Luxembourg,2004,81.6,men,27,132,5.63,203,29.3,54.6,222807,1.048549854
Africa,Madagascar,2004,62,men,21.2,133,4.23,181,266,293,8864314,3.035678792
Africa,Malawi,2004,50.3,men,21.7,134,4.21,144,222,131,6057272,2.46554144
Asia,Malaysia,2004,75.6,men,24.3,127,4.97,2220,852,569,12893155,2.130851868
Asia,Maldives,2004,75.1,men,22.7,127,4.6,11.8,6.81,3.39,161553,3.572893961
Africa,Mali,2004,51.9,men,21.4,127,3.96,130,1050,348,6151064,3.301186751
Europe,Malta,2004,80.4,men,27.4,132,5.38,122,8.34,30.9,199813,0.46862194
Africa,Mauritania,2004,62.1,men,22.3,132,4.16,44,161,43.4,1464936,2.926977672
Africa,Mauritius,2004,75.6,men,24.7,134,4.92,89.4,21.5,54.6,602431,0.559357682
Americas,Mexico,2004,77.6,men,27,126,4.91,4730,2100,3860,51134956,1.306234419
Asia,Mongolia,2004,68.5,men,24.3,135,4.7,271,621,416,1242912,1.038337944
Europe,Montenegro,2004,76.1,men,26.2,135,4.99,273,26.5,40.7,302901,0.092524973
Africa,Morocco,2004,72.3,men,25.2,127,4.57,2430,210,548,14886096,1.055063453
Africa,Mozambique,2004,52.3,men,21.5,136,4.3,235,827,409,9558746,3.100596347
Asia,Myanmar,2004,65.3,men,20.9,124,4.25,6400,1050,1860,23494534,0.837601759
Africa,Namibia,2004,55.3,men,22.1,135,4.45,30.6,12.8,16.6,920049,1.538670378
Asia,Nepal,2004,66.2,men,20.7,125,4.21,641,267,713,1262502,1.359320671
Europe,Netherlands,2004,81.3,men,25.6,132,5.43,8080,429,2070,8074227,0.558661514
Oceania,New Zealand,2004,81.6,men,27.3,128,5.3,1030,141,279,1998827,1.429060749
Americas,Nicaragua,2004,74.5,men,25.4,128,4.37,98.5,94.3,165,2648955,1.328849644
Africa,Niger,2004,53,men,21,137,3.84,168,607,267,6529466,3.878286056
Africa,Nigeria,2004,48.5,men,22.6,131,3.75,1830,12800,1170,68308666,2.626223443
Europe,Norway,2004,82.1,men,26.5,135,5.46,1450,101,379,2279648,0.652354459
Asia,Oman,2004,76.2,men,25.8,130,4.97,37.4,29.4,30.4,1373279,3.018975496
Asia,Pakistan,2004,64.6,men,22.1,126,4.5,11600,2660,3820,80814409,2.316364995
Americas,Panama,2004,78.6,men,25.8,129,4.72,180,49.2,190,1645867,1.852176168
Oceania,Papua New Guinea,2004,65.6,men,24.7,122,4.63,324,112,214,3231399,2.114078721
Americas,Paraguay,2004,73.2,men,25.2,130,4.68,377,60.6,257,2908967,1.746712519
Americas,Peru,2004,74.9,men,24.4,125,4.71,947,602,1860,13771465,0.920565863
Asia,Philippines,2004,71,men,22.6,126,4.69,6980,2980,1240,42571483,1.963743224
Europe,Poland,2004,79.1,men,26.3,134,5.27,16800,875,4100,18601395,-0.165069508
Europe,Portugal,2004,81.5,men,26.4,135,5.23,2930,518,1940,5063594,0.430712524
Asia,Qatar,2004,78.3,men,27.6,131,5.19,22.8,13.7,10.9,493930,12.30480296
Europe,Romania,2004,75.6,men,25,133,4.91,7300,1390,2650,10525161,-0.727587273
Africa,Rwanda,2004,54.8,men,22.2,134,4.07,79.6,137,123,4246496,1.459789487
Oceania,Samoa,2004,74.1,men,29.7,132,4.49,4.54,3.93,5.56,92659,0.495650854
Africa,Sao Tome and Principe,2004,66.1,men,23,136,3.95,7.08,0.94,5.59,75996,2.27850827
Asia,Saudi Arabia,2004,74.7,men,27.4,129,4.74,462,583,243,12823919,3.579349843
Africa,Senegal,2004,61.4,men,21.6,132,4.08,191,509,230,528542,2.449978436
Europe,Serbia,2004,75.5,men,26.2,137,4.9,4300,491,1060,4525796,-0.568494391
Africa,Seychelles,2004,76.9,men,25,136,5.25,8.47,2.38,3.13,43529,1.989222118
Africa,Sierra Leone,2004,43.8,men,22.1,133,3.8,95,288,135,269901,4.513098165
Asia,Singapore,2004,82.4,men,23.8,128,5.12,714,317,347,2110244,0.869191132
Europe,Slovenia,2004,80.9,men,27.1,136,5.22,911,97.5,324,972358,0.108307784
Oceania,Solomon Islands,2004,66.9,men,26.7,125,4.46,25.9,20.5,15.8,234585,2.431260561
Africa,Somalia,2004,53.7,men,21.7,132,4.22,89,130,167,5069267,3.187614882
Africa,South Africa,2004,55.5,men,25.6,132,4.44,3920,1340,1130,23315480,1.227429494
Europe,Spain,2004,83.6,men,27.1,130,5.29,19300,3150,5840,21345786,1.773365997
Asia,Sri Lanka,2004,77.4,men,21.7,128,4.48,800,249,475,9584487,0.60407663
Africa,Sudan,2004,61.9,men,21.9,132,4.48,864,906,596,15154121,2.541665085
Americas,Suriname,2004,72.1,men,25,129,4.53,31.8,14.2,15.2,249057,1.165780484
Europe,Sweden,2004,82.5,men,26.1,132,5.26,1970,344,724,4455064,0.501598415
Europe,Switzerland,2004,83.4,men,26,131,5.37,2440,504,625,3582544,0.811717822
Asia,Tajikistan,2004,70.3,men,23.4,131,4.18,151,124,390,3346676,1.922647626
Asia,Thailand,2004,75.3,men,22.7,124,4.93,9460,10600,2020,31990802,0.613722028
Asia,Timor-Leste,2004,64.6,men,20.6,125,4.24,27.5,12.5,14.5,490869,2.608326662
Africa,Togo,2004,55,men,21.6,132,3.88,113,263,130,2704399,2.60764815
Oceania,Tonga,2004,73.9,men,30.4,130,5.05,13,12.9,6.38,50423,0.316329779
Americas,Trinidad and Tobago,2004,72.6,men,25.9,130,4.59,96.6,17.6,44.9,640465,0.44004711
Africa,Tunisia,2004,76.6,men,24.7,129,4.59,1350,94.2,270,5021588,0.645026812
Asia,Turkey,2004,75.6,men,26.1,125,4.72,14900,1310,4230,32985599,1.382156241
Asia,Turkmenistan,2004,68.6,men,24.7,132,4.53,179,84,220,2313874,1.012184985
Africa,Uganda,2004,53.4,men,22.1,134,4.04,332,528,395,13216406,3.252695945
Europe,Ukraine,2004,73.3,men,24.9,136,4.8,17400,1090,9160,21921877,-0.844769132
Asia,United Arab Emirates,2004,76.6,men,27.5,128,5.23,75.2,52.7,37.3,2815233,10.91432725
Europe,United Kingdom,2004,81,men,27,133,5.48,24300,2190,6460,29287102,0.624853184
Americas,United States,2004,80,men,28.1,124,5.18,117000,13200,15400,144227349,0.908823693
Americas,Uruguay,2004,79.2,men,26.1,132,4.93,1070,63.1,463,1603184,-0.136914454
Asia,Uzbekistan,2004,71.3,men,24.9,127,4.31,1230,493,1400,1295709,1.261520499
Oceania,Vanuatu,2004,70.9,men,26.3,134,4.62,12.8,4.28,6.78,104208,2.540688407
Asia,Yemen,2004,62.9,men,24.2,128,4.48,601,314,409,9849046,2.918293142
Africa,Zambia,2004,50,men,20.4,132,4.33,128,192,265,571285,2.548835386
Africa,Zimbabwe,2004,45.8,men,21.9,131,4.19,331,482,318,5776947,-0.133974174
Asia,Afghanistan,2005,59.7,men,20.6,125,4.13,1050,216,902,13239684,3.728989482
Europe,Albania,2005,78.2,men,26.1,133,4.9,649,199,294,1551975,-0.766704647
Africa,Algeria,2005,74.1,men,24.3,130,4.69,1070,213,555,16766027,1.350291274
Africa,Angola,2005,55.4,men,21.8,133,4.35,302,461,287,9639470,3.536080441
Americas,Antigua and Barbuda,2005,76.9,men,25.4,132,4.76,3.73,1.77,5.11,3863,1.633823568
Americas,Argentina,2005,78.6,men,27.2,127,5.04,7030,978,3270,18897365,1.075313159
Asia,Armenia,2005,75.6,men,24.8,135,4.68,923,172,326,140187,-0.644030966
Oceania,Australia,2005,83.3,men,27.3,129,5.21,5920,791,1620,10070069,1.526434953
Europe,Austria,2005,82.3,men,26.2,132,5.36,2790,624,939,4012059,0.474819182
Asia,Azerbaijan,2005,71.8,men,25.1,132,4.5,873,279,905,4206809,1.217528679
Americas,Bahamas,2005,76.8,men,26.9,132,5.04,26.3,8.05,18.6,157773,1.839623555
Asia,Bahrain,2005,76.3,men,27.4,131,5.07,45.3,9.01,12.4,534140,8.302868463
Asia,Bangladesh,2005,68.7,men,20.3,126,4.28,10300,1630,3720,71221594,1.390450213
Americas,Barbados,2005,76.4,men,26.1,130,4.73,20.1,7.3,28.5,132646,0.360142241
Europe,Belarus,2005,74.3,men,25.7,136,5.03,3460,223,1940,4463986,-0.692860786
Europe,Belgium,2005,81.8,men,26.5,129,5.46,5770,408,1040,5174235,0.672651106
Americas,Belize,2005,72,men,26.7,127,4.5,15.2,6.51,9.13,142662,2.571071136
Africa,Benin,2005,58.8,men,22.2,132,4.05,147,410,178,3955402,3.085984259
Asia,Bhutan,2005,65.1,men,22.6,127,4.49,11.9,10.1,12.1,340162,1.936164411
Europe,Bosnia and Herzegovina,2005,77.8,men,26.3,133,4.68,1590,221,363,1849515,0.032126846
Africa,Botswana,2005,53.9,men,21.7,133,4.59,122,38.9,35.1,87487,2.029106524
Americas,Brazil,2005,75.9,men,25.4,132,4.85,14300,3840,12500,92002092,1.109239851
Europe,Bulgaria,2005,76.2,men,26.2,134,5.01,3080,486,1260,3740652,-0.749950185
Africa,Burkina Faso,2005,54,men,21,131,3.89,122,655,254,6622003,3.1041144
Africa,Burundi,2005,54.4,men,21.4,134,3.94,87.3,130,154,3629307,3.336174909
Asia,Cambodia,2005,65.3,men,20.6,123,4.33,866,234,384,6442005,1.592022399
Africa,Cameroon,2005,53.8,men,23.4,130,4.06,441,1240,438,8837179,2.778068533
Americas,Canada,2005,82.5,men,27.3,125,5.16,11700,1110,2960,15945444,1.113934444
Africa,Central African Republic,2005,45.7,men,20.9,133,4.08,171,124,176,1995878,2.030197877
Africa,Chad,2005,48.8,men,21.2,131,3.89,161,504,219,5031496,3.739982429
Americas,Chile,2005,80.6,men,26.7,133,4.99,1440,420,2290,7962875,1.049712721
Asia,China,2005,75.6,men,22.8,127,4.44,348000,297000,298000,6834859,0.601567689
Americas,Colombia,2005,76,men,24.6,128,4.81,2330,717,3070,20901092,1.3585605
Africa,Comoros,2005,61.8,men,21.9,133,4.2,5.81,9.37,7.35,308012,2.429615638
Americas,Costa Rica,2005,80.5,men,26.1,128,4.66,180,95.8,420,2148586,1.409911862
Europe,Croatia,2005,78.9,men,26.3,136,5,2510,305,751,2108315,-0.109966854
Americas,Cuba,2005,79.9,men,24.7,129,4.4,2870,314,601,5613215,0.089833113
Asia,Cyprus,2005,80.7,men,27.1,132,5.28,188,24.9,49.8,520474,1.653489789
Europe,Denmark,2005,80.2,men,25.8,130,5.57,2330,221,427,2685327,0.374123749
Africa,Djibouti,2005,59.5,men,23,132,4.64,10.7,14.8,13.5,393626,2.034859608
Americas,Dominican Republic,2005,74.9,men,24.8,130,4.36,405,242,234,4575667,1.415914414
Americas,Ecuador,2005,77.2,men,25.3,129,4.67,458,300,1110,6933678,1.668621735
Africa,Egypt,2005,71.8,men,26.5,126,4.57,2140,5910,1130,38097625,1.866023817
Americas,El Salvador,2005,74.9,men,26,125,4.49,167,107,321,2888551,0.284234909
Africa,Equatorial Guinea,2005,55.5,men,23.3,136,4.62,16.9,28.1,8.99,397797,5.060255601
Africa,Eritrea,2005,60.8,men,20.9,128,4.14,40.2,51.6,52.5,1410329,3.969453381
Europe,Estonia,2005,78,men,25.9,138,5.18,559,44.7,229,629986,-0.652553759
Africa,Ethiopia,2005,57.6,men,20,128,4.09,964,1630,1370,38074078,2.842169925
Oceania,Fiji,2005,71.3,men,26.1,129,5.16,24.6,24.5,17.3,419008,0.536986827
Europe,Finland,2005,82.3,men,26.5,135,5.24,1660,268,435,2574006,0.37306405
Europe,France,2005,83.7,men,25.7,132,5.43,24400,6130,5470,29590144,0.674810547
Africa,Gabon,2005,60.4,men,23.8,134,4.72,36.9,75,29.6,695394,2.894963075
Africa,Gambia,2005,59.1,men,21.4,133,3.98,19.5,195,15.3,766917,3.119188833
Asia,Georgia,2005,76.4,men,25.2,135,4.59,822,159,534,200677,-0.336520745
Europe,Germany,2005,82,men,27,134,5.64,35700,5130,10800,39873471,0.00949092
Africa,Ghana,2005,59.5,men,22.5,129,3.88,313,1070,247,11019196,2.56973622
Europe,Greece,2005,82.4,men,26.1,129,5.01,5920,1110,1320,5556417,-0.213368609
Americas,Grenada,2005,73.8,men,24.9,131,4.49,7.13,2.64,4.42,52493,0.486226765
Americas,Guatemala,2005,72.9,men,25,126,4.26,295,494,759,6422517,2.353527271
Africa,Guinea,2005,53.6,men,22.3,132,3.92,256,914,250,4343417,2.041551334
Africa,Guinea-Bissau,2005,54.3,men,21.5,131,3.88,33.7,85.1,52.9,64896,2.399838422
Americas,Guyana,2005,68.2,men,23.6,128,4.14,21.6,13.9,22.1,373872,0.022205041
Americas,Haiti,2005,61.1,men,23.4,129,4.09,428,123,402,4531087,1.655692879
Americas,Honduras,2005,74,men,24.8,127,4.33,174,95.1,244,3714932,2.449709785
Europe,Hungary,2005,77.3,men,26.8,136,5.14,6130,566,1250,4786137,-0.314668383
Europe,Iceland,2005,82.9,men,26.9,130,5.72,68.3,7.69,27.2,147906,1.414534808
Asia,India,2005,65.4,men,20.9,125,4.42,33700,13700,35500,597052213,1.600057391
Asia,Indonesia,2005,69.2,men,21.6,129,4.5,8450,4590,5910,113592387,1.420233787
Asia,Iraq,2005,71,men,26.5,127,4.83,1040,240,321,13599537,2.330121137
Europe,Ireland,2005,81.2,men,27.4,136,5.5,1090,101,347,2067315,2.071382795
Asia,Israel,2005,82.2,men,26.8,127,5.11,1150,143,390,3220635,2.103746754
Europe,Italy,2005,83.6,men,26.3,131,5.29,29200,7770,10500,28295735,0.601112923
Americas,Jamaica,2005,76.2,men,23.7,130,4.46,292,54.8,146,1357542,0.508040394
Asia,Japan,2005,85.6,men,23.4,131,5.18,61600,29800,71600,62885586,0.053996993
Asia,Jordan,2005,74.2,men,27.2,125,4.99,235,40.5,77.4,2974596,3.16912705
Asia,Kazakhstan,2005,71.1,men,25.8,134,4.85,3320,711,1930,7419259,1.073171888
Africa,Kenya,2005,57.4,men,21.4,131,4.3,272,369,834,18172026,2.780685268
Oceania,Kiribati,2005,67.9,men,28.8,128,4.53,4.31,2.95,3.2,45483,2.014130313
Asia,Kuwait,2005,74.6,men,28.7,128,5.22,62,32.8,21.3,1340475,3.058840353
Europe,Latvia,2005,76.6,men,26,136,5.12,1040,75.2,388,1032499,-1.223396063
Asia,Lebanon,2005,78.7,men,26.9,128,4.76,632,64.9,157,2390556,3.113564173
Africa,Lesotho,2005,47.4,men,21.5,131,4.09,189,39.9,71.5,964204,-0.324806222
Africa,Liberia,2005,55.9,men,21.8,132,3.82,38.5,209,70,1608994,2.68016
Africa,Libya,2005,73.7,men,26.3,135,4.65,486,81.1,88.6,298968,1.394750988
Europe,Lithuania,2005,77.7,men,26.5,137,5.16,1360,106,575,1553573,-1.259007666
Europe,Luxembourg,2005,81.8,men,27.1,132,5.61,204,30.5,54.2,225935,1.403905622
Africa,Madagascar,2005,62.5,men,21.3,133,4.22,185,274,295,9130493,3.002815559
Africa,Malawi,2005,51.4,men,21.7,134,4.21,146,234,133,6214591,2.597192267
Asia,Malaysia,2005,75.8,men,24.4,127,4.97,2320,879,587,13168052,2.13211584
Asia,Maldives,2005,75.8,men,22.8,128,4.61,11.8,7.06,3.38,166948,3.339461353
Africa,Mali,2005,52.7,men,21.5,127,3.97,133,1080,355,6358115,3.366100564
Europe,Malta,2005,80.6,men,27.5,132,5.36,123,8.65,30.9,20069,0.438910381
Africa,Mauritania,2005,62.3,men,22.4,132,4.16,44.3,162,44.1,1508076,2.944838546
Africa,Mauritius,2005,75.8,men,24.8,134,4.93,89.6,22.4,56.1,605620,0.529355229
Americas,Mexico,2005,77.8,men,27.1,126,4.91,4860,2180,4040,51836847,1.372624629
Asia,Mongolia,2005,69.1,men,24.4,136,4.69,274,666,422,125692,1.127030715
Europe,Montenegro,2005,76.2,men,26.3,135,4.98,276,27,41,30341,0.168041703
Africa,Morocco,2005,72.9,men,25.3,127,4.56,2510,218,563,15045104,1.068164548
Africa,Mozambique,2005,53,men,21.6,136,4.31,246,858,422,9848006,3.02612916
Asia,Myanmar,2005,65.6,men,21,125,4.27,6520,1080,1830,23671965,0.755201188
Africa,Namibia,2005,55.3,men,22.2,135,4.45,30.5,13.3,16.5,935004,1.625456905
Asia,Nepal,2005,66.8,men,20.7,125,4.2,662,284,733,12787936,1.290421718
Europe,Netherlands,2005,81.5,men,25.7,132,5.41,7970,464,2030,8116075,0.518291101
Oceania,New Zealand,2005,81.8,men,27.4,128,5.28,1020,151,275,2025748,1.346839922
Americas,Nicaragua,2005,74.9,men,25.5,128,4.35,102,99.2,167,2684139,1.328221884
Africa,Niger,2005,53.8,men,21,138,3.83,178,615,283,6783454,3.889873996
Africa,Nigeria,2005,49,men,22.7,132,3.76,1850,12700,1160,70120845,2.652926936
Europe,Norway,2005,82.3,men,26.6,135,5.44,1460,105,369,2298246,0.815827707
Asia,Oman,2005,76.6,men,25.9,130,4.96,39.7,31.3,31.3,1420351,3.427708426
Asia,Pakistan,2005,64.8,men,22.2,126,4.49,11800,2740,3860,82676228,2.303820597
Americas,Panama,2005,78.8,men,25.9,129,4.72,184,51.4,200,1676030,1.832651119
Oceania,Papua New Guinea,2005,65.9,men,24.8,122,4.63,336,116,221,3303213,2.22238108
Americas,Paraguay,2005,73.4,men,25.3,130,4.66,398,62,262,2957126,1.65553614
Americas,Peru,2005,75.2,men,24.5,125,4.69,952,618,1860,13892797,0.881039163
Asia,Philippines,2005,71.1,men,22.7,126,4.69,7120,2750,1240,43386652,1.914824062
Europe,Poland,2005,79.3,men,26.4,134,5.27,16900,882,4090,18577002,-0.131135326
Europe,Portugal,2005,81.8,men,26.5,135,5.22,3020,536,1950,5079966,0.32332766
Asia,Qatar,2005,78.4,men,27.7,131,5.19,26.7,16.6,12.6,584646,18.36616525
Europe,Romania,2005,76,men,25.1,133,4.89,7350,1420,2620,10438576,-0.822647749
Africa,Rwanda,2005,56.6,men,22.3,135,4.08,76.2,139,118,4325703,1.865231947
Oceania,Samoa,2005,74.4,men,29.9,132,4.49,4.59,4.04,5.6,93129,0.50723621
Africa,Sao Tome and Principe,2005,66.5,men,23.1,136,3.95,7.23,0.95,5.57,77938,2.555397653
Asia,Saudi Arabia,2005,74.7,men,27.5,129,4.71,497,602,248,13260921,3.407710233
Africa,Senegal,2005,62,men,21.7,132,4.08,194,509,236,5417453,2.498060703
Europe,Serbia,2005,75.7,men,26.3,137,4.91,4360,494,1040,4501070,-0.546334833
Africa,Seychelles,2005,77,men,25.1,136,5.24,8.69,2.4,3.1,44299,1.768935652
Africa,Sierra Leone,2005,44.7,men,22.2,134,3.81,100,292,141,2805033,3.928218124
Asia,Singapore,2005,82.8,men,23.8,128,5.13,738,323,359,215606,2.171123339
Europe,Slovenia,2005,81.2,men,27.2,136,5.21,918,103,318,975494,0.322514958
Oceania,Solomon Islands,2005,67.5,men,26.8,125,4.45,27,21.4,16.4,240063,2.335187672
Africa,Somalia,2005,54,men,21.8,132,4.22,90.5,133,168,5226471,3.101118959
Africa,South Africa,2005,55.1,men,25.9,133,4.45,3870,1350,1120,23607459,1.252296757
Europe,Spain,2005,83.8,men,27.2,130,5.27,19700,3230,5920,21715842,1.73362555
Asia,Sri Lanka,2005,77.7,men,21.7,128,4.48,837,269,483,9638477,0.563306101
Africa,Sudan,2005,62.3,men,22.1,132,4.49,896,934,605,15515205,2.382744601
Americas,Suriname,2005,72.4,men,25.1,129,4.52,32.8,14.4,15.3,251921,1.149937564
Europe,Sweden,2005,82.7,men,26.1,132,5.24,1980,351,709,448209,0.606635505
Europe,Switzerland,2005,83.6,men,26,131,5.35,2440,520,617,3616000,0.933861524
